x,y
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.24329985444125812,1.0959392473588456
0.2431007797623298,1.0946645816248977
0.24255736160087749,1.0912071934009693
0.2412284624443013,1.0826534724081158
0.2394451835619752,1.0711201159363573
0.2350567963479423,1.061141156341851
0.2338392722909013,1.053150547031825
0.23285305285130176,1.046731754360237
0.23180393139319755,1.0398546947755998
0.2305290474979883,1.0314948123652885
0.22914923746627647,1.022427973774386
0.22791627609827048,1.0142662706389918
0.22678032077867338,1.006792004869839
0.2256219293989462,0.9991353311865295
0.224355672158711,0.9907367695529218
0.22305884238869234,0.9821658004550419
0.22194780751896204,0.9747761234132745
0.220812290747336,0.9672156124933552
0.21959525327229268,0.9591184178288256
0.21834851321293347,0.9507927136382567
0.2170676293040663,0.9422630370954898
0.21591319820743515,0.9345381252057258
0.2148432974786172,0.927360799119879
0.213702125688649,0.919719068564652
0.21247787354577818,0.9114507982681123
0.2111867479421834,0.9027251160767241
0.21001772858850432,0.8948210318120976
0.2089568381602056,0.8876232728031875
0.20757515152131178,0.8782547615798878
0.20492157551445145,0.8665537791463748
0.20369297483158133,0.8582897958706512
0.20246186956014844,0.8500315768641554
0.20137583878995657,0.8427133307470003
0.200190588542828,0.8347211637595472
0.19893137194699329,0.826244802441155
0.1977710944175971,0.8184161307084603
0.19661688755626427,0.8106593813286441
0.19546739136669877,0.8029152806228096
0.19427306027844093,0.7948820861331032
0.19309216423468822,0.7869663680079954
0.1919235893057495,0.7790938526933211
0.1907333522366682,0.7710919520691908
0.1896197885334735,0.7635985017608612
0.1884164890590968,0.7555240880336045
0.18723797711805434,0.7476519837738603
0.18610051324970622,0.7400281218866055
0.18485977445175494,0.7317322899210029
0.18360562063778596,0.7233492870765621
0.18239456251458708,0.7152508183899917
0.18120445892550663,0.7073207779364037
0.18012121444242613,0.7000813262345689
0.17891143183699487,0.6920302316582497
0.17767462433822,0.6837995550009354
0.17644375074721963,0.6755821497457737
0.1702258152547501,0.6739300524542685
0.16907552535651127,0.6665817683135196
0.16783281108541925,0.6586333209134643
0.16655583832859833,0.6504819647267
0.16529724336126683,0.6424122053960154
0.1639991008968661,0.6341040962921417
0.16259441125472152,0.6251214203274088
0.16144603488585496,0.6177536480813555
0.16020193701768726,0.6097928571206117
0.15895260107557818,0.601791294264403
0.1576211000803044,0.593267330187326
0.1563644109628025,0.5852221325207605
0.1552243315280465,0.5778910457275079
0.1539948916979852,0.5700050691904571
0.15276727174188864,0.5621058884724033
0.15151634913874057,0.554040115211563
0.1502647421997534,0.5459881592012829
0.1491054983521387,0.5385173125613717
0.1478212756590268,0.530249962976241
0.1465826904792179,0.5222741421630854
0.14535708576697148,0.5143548564495042
0.1441274240549415,0.5064221139142228
0.14293785588787844,0.49873709696258783
0.1416715218674821,0.49056406150993526
0.14041238553847968,0.48243777688342004
0.13919279558864828,0.4745421098661189
0.13800338298217668,0.47038540573169607
0.13684120740840872,0.4629092908191742
0.13555095320149507,0.45460641774151256
0.134280654671384,0.446445420038339
0.13304620863841715,0.4384836931841002
0.13178584576702662,0.4303418699694783
0.13057913679524819,0.42253490218467626
0.1293533690190795,0.41457890594408453
0.12815153098799542,0.4067961200187229
0.12697064796017893,0.39913168075808636
0.12565078601168295,0.3905739936997419
0.12440755801050368,0.38250418294641714
0.1229831485912129,0.37323961220766877
0.12181232757046295,0.365623307521352
0.12067829828670756,0.35825711102457886
0.11941845006655422,0.35004118847926
0.11805761691995093,0.3411942642805915
0.11708685659180224,0.3348600599594165
0.11569769381879297,0.32578870997704906
0.11462044814421296,0.3187708654060607
0.1133951775093866,0.3107366013554012
0.11208717314376876,0.3021698367497845
0.11086534022238187,0.2941543897783815
0.10964237642898583,0.28608678017454015
0.10841679703466117,0.278011919458949
0.1009824767773756,0.26345171598164774
0.0996690443436965,0.2550512001500579
0.09848906923659695,0.2475004888904718
0.09729083676040973,0.23977734301902634
0.0960408933500474,0.23176627562985638
0.09482302889580252,0.22393298940774245
0.09353211968390801,0.21560893729821037
0.09231113554619524,0.2077618181636431
0.09110149838400833,0.19992319286576124
